tag,category,count,insert_mode
"adam parrish, the raven cycle",4,56,phrase
"adam smasher, cyberpunk (series), 1girl, white skin, red eyes, yellow eyes, mechanical eye, red pupils, long hair, green hair, twintails, small breasts, leg tattoo, neck tattoo, stomach tattoo, black jacket, cyborg, red sclera, mechanical hands, oversized forearms",4,73,phrase
"adam taurus, rwby, 1boy, horns, red hair, short hair, black gloves, mask",4,92,phrase
"adaman (pokemon), pokemon, 1boy, hand up, brown eyes, eyebrow cut, blue hair, multicolored hair, green hair, ponytail, collarbone, blue coat, open coat, black shirt, collar, neck ring, earrings, arm wrap",4,781,phrase
"adaman (special costume) (pokemon), pokemon, 1boy, hand up, teeth, brown eyes, eyebrow cut, blue hair, green hair, two-tone hair, multicolored hair, ponytail, collarbone, open jacket, blue hoodie, black pants, choker, black choker, bracelet",4,44,phrase
"add (elsword), elsword, 1boy, purple eyes, white hair, tattoo, facial mark, black sclera",4,285,phrase
"add (fate), fate (series), 1girl, green eyes, hair between eyes, grey hair, short hair, white hair, black thighhighs, black gloves, pleated skirt, hood up, long sleeves, fur trim",4,129,phrase
"addam origo, xenoblade chronicles (series)",4,48,phrase
"ade (nikke), goddess of victory: nikke, 1girl, maid, maid headdress, maid, green eyes, glasses, eyewear strap, blonde hair, long hair, braid, sidelocks, large breasts, black dress, white apron, juliet sleeves",4,76,phrase
"adela (path to nowhere), path to nowhere, 1girl, grey lips, blue eyes, hair between eyes, streaked hair, blue hair, long hair, medium hair, two-tone hair, white hair, parted bangs, medium breasts, mole on breast, breasts apart, cleavage, black gloves, white jacket, earrings",4,42,phrase
"adelaide grand marnier, dog days, 1girl, blue eyes, star-shaped pupils, blonde hair, long hair, ahoge, large breasts, huge breasts, navel, jacket, fingerless gloves, tiara",4,44,phrase
"adelbert (madoka magica), mahou shoujo madoka magica",4,43,phrase
"adelbert steiner, final fantasy",4,197,phrase
"adele (fate), fate (series), 1girl, green eyes, hair between eyes, brown hair, long hair, very long hair, medium breasts, large breasts, collarbone, white dress, bare shoulders, armlet",4,87,phrase
"adele (maplestory), maplestory, 1girl, pointy ears, grey eyes, black hair, long hair, very long hair, parted bangs, large breasts, elf",4,44,phrase
"adele balfetto, kyoukaisenjou no horizon, 1girl, blue eyes, glasses, blonde hair, short hair, long hair, bodysuit, pantyhose, fingerless gloves",4,81,phrase
"adeleine, kirby (series), 1girl, blue eyes, short hair, black hair, brown hair, red headwear, long sleeves, palette (object), beret, red hat",4,447,phrase
"adelheid bernstein, the king of fighters",4,31,phrase
"adelie (space dandy), space dandy, 1girl, green eyes, blonde hair, single hair bun, stuffed bird",4,35,phrase
"adelie penguin (kemono friends), kemono friends, 1girl, red eyes, brown eyes, black hair, short hair, two-tone hair, red hair, long hair, headphones, long sleeves, penguin girl",4,65,phrase
"adelina blue, uchi_no_hime-sama_ga_ichiban_kawaii, 1girl, pink_hair, long_hair, swimsuit, aqua_eyes, bird, penguin, barefoot, bikini, sidelocks, flower, solo, one-piece_swimsuit, white_one-piece_swimsuit, shampoo_bottle, chair, washbowl, twintails",4,16,phrase
"adelinde (genshin impact), genshin impact",4,33,phrase
"adeline (girls' frontline), girls' frontline, 1girl, brown eyes, metal eyepatch, eyepatch, black hair, long hair, blunt bangs, medium breasts, mechanical legs, black dress, facial mark, cyborg, mechanical arms, android, headgear",4,101,phrase
"adell (disgaea), disgaea, 1boy, pointy ears, black eyes, hair between eyes, red eyes, blue eyes, red hair, ahoge, black pants, black gloves, elbow gloves, sleeveless shirt, necktie",4,143,phrase
"adella the nun, bloodborne",4,34,phrase
"adeltrud walter, knight's & magic",4,32,phrase
"adepta sororitas, warhammer 40k, 1girl, blue eyes, short hair, white hair, large breasts, power armor, power armor, pauldrons",4,415,phrase
"adeptus astartes, warhammer 40k, power armor, full armor, power armor, pauldrons, gauntlets",4,711,phrase
"adeptus custodes, warhammer 40k, 1girl, blue eyes, long hair, brown hair, very long hair, large breasts, power armor, gold armor, full armor, power armor, gold armor, helmet, armored boots, full armor, abs, gauntlets, pauldrons, breastplate",4,40,phrase
"adeptus mechanicus, warhammer 40k, 1girl, glowing eyes, green eyes, mechanical eye, large breasts, armor, cyborg, mechanical arms",4,95,phrase
"adette kistler, overman king gainer, 1girl, mole under mouth, lips, green eyes, blue eyes, blonde hair, long hair, large breasts, bodysuit",4,39,phrase
"adiane, tengen toppa gurren lagann, 1girl, scorpion tail, red eyes, eyepatch, blue hair, long hair, large breasts, cleavage, tattoo, dress, lipstick",4,284,phrase
"adilisia lenn mathers, rental magica, 1girl, green eyes, blonde hair, drill hair, long hair",4,55,phrase
"adjutant (agent aika), agent aika",4,35,phrase
"adlet myer, rokka no yuusha",4,32,phrase
"admi (nikke), goddess of victory: nikke, 1girl, pink eyes, red eyes, green hair, streaked hair, white hair, medium hair, ahoge, hairclip, small breasts, thighs, school uniform, white jacket, pleated skirt, white shirt, collared shirt, grey sweater, open jacket, black skirt, school uniform, white socks, long sleeves, yellow bowtie, sleeves past wrists, miniskirt",4,61,phrase
"admiral (kancolle), kantai collection, 1girl, long hair, naval uniform",4,37769,phrase
"admiral (warship girls r), warship girls r",4,222,phrase
"admiral arisugawa, kantai collection",4,103,phrase
"admiral bobbery, mario (series)",4,33,phrase
"admiral graf spee (a novel anniversary) (azur lane), azur lane, 1girl, blue eyes, short hair, streaked hair, white hair, red hair, medium breasts, collarbone, blue dress, bare shoulders, choker, earrings, shawl",4,45,phrase
"admiral graf spee (azur lane), azur lane, 1girl, blue eyes, streaked hair, red hair, short hair, white hair, grey hair, sidelocks, medium breasts",4,840,phrase
"admiral graf spee (girl's sunday) (azur lane), azur lane, 1girl, blue eyes, streaked hair, red hair, short hair, white hair, grey hair, two-tone hair, sidelocks, black dress, black pantyhose, red necktie, short sleeves",4,141,phrase
"admiral graf spee (peaceful daily life) (azur lane), azur lane, 1girl, shark tail, blue eyes, streaked hair, red hair, short hair, white hair, grey hair, sidelocks, collarbone, aran sweater, black skirt, black pantyhose, brown sweater, long sleeves, shoulder cutout, black choker, sleeves past wrists, fins",4,139,phrase
"admiral graf spee (world's cutest) (azur lane), azur lane, 1girl, shark tail, blue eyes, short hair, streaked hair, red hair, white hair, grey hair, sidelocks, hair ornament, medium breasts, small breasts, underboob, navel, thigh strap, scarf, shorts under skirt, black bikini, red skirt, claws, idol, mechanical hands, fins, miniskirt, stomach, idol",4,37,phrase
"admiral hipper (azur lane), azur lane, 1girl, green eyes, hair between eyes, mole under eye, blonde hair, long hair, two side up, ahoge, sidelocks, small breasts, collarbone, iron cross, headgear",4,610,phrase
"admiral hipper (muse) (azur lane), azur lane, 1girl, green eyes, hair between eyes, mole under eye, long hair, blonde hair, two side up, ahoge, sidelocks, navel, white shirt, sleeveless shirt, black jacket, black thighhighs, black skirt, collared shirt, fingerless gloves, pleated skirt, open jacket, white gloves, bare shoulders, black necktie, off shoulder, long sleeves, idol, electric guitar, idol, iron cross, miniskirt",4,42,phrase
"admiral minami kazusa, kantai collection",4,42,phrase
"admiral nakhimov (azur lane), azur lane, 1girl, cat ears, cat tail, mechanical ears, fake animal ears, yellow eyes, hair between eyes, short hair, green hair, large breasts, ass, covered navel, white bodysuit, impossible bodysuit",4,85,phrase
"admiral nakhimov (cheerleading mechanic?) (azur lane), azur_lane, green_hair, fake_animal_ears, 1girl, breasts, animal_ears, official_alternate_costume, race_queen, leotard, short_hair, headphones, highleg_leotard, highleg, cat_ears, gloves, fingerless_gloves, animal_ear_headphones, elbow_gloves, huge_breasts, thighhighs",4,45,phrase
"admiral shinonome harutora, kantai collection",4,97,phrase
"admiral shiro (shino), kantai collection",4,160,phrase
"admiral suwabe, kantai collection, 1boy, pale skin, mustache, beard, sweatdrop, black hair, sweat, naval uniform, hat, naval uniform, goatee",4,247,phrase
"admiral yurika, kantai collection",4,89,phrase
"admire vega's twin sister (umamusume), umamusume",4,59,phrase
"admire vega (casual) (umamusume), umamusume, breasts, horse_ears, animal_ears, horse_girl, 1girl, brown_hair, hair_between_eyes, long_hair, ear_covers, sweater, single_ear_cover, blue_sweater, pants, closed_mouth, solo, horse_tail, ponytail, tail",4,331,phrase
"admire vega (precious moments) (umamusume), umamusume, dress, 1girl, horse_ears, hair_between_eyes, animal_ears, horse_girl, solo, purple_eyes, ear_ornament, long_hair, blue_dress",4,11,phrase
"admire vega (umamusume), umamusume, 1girl, horse girl, horse ears, horse tail, single ear cover, hair between eyes, purple eyes, brown hair, long hair, ponytail, low ponytail, medium breasts",4,2348,phrase
"adnachiel (arknights), arknights, 1boy, yellow eyes, hair between eyes, glasses, white hair, short hair, grey hair, black hair, black jacket, black gloves, white shirt, halo, long sleeves, wings, bishounen, formal, crossbow",4,101,phrase
"adol christin, ys, 1boy, hair between eyes, grey eyes, blue eyes, red hair, short hair",4,234,phrase
"adolf hitler, real life, 1girl, mustache, blue eyes, long hair, military uniform, nazi, nazi",4,150,phrase
"adolfine galland, strike witches zero, 1girl, cat girl, cat ears, cat tail, blue eyes, long hair, black hair, military uniform, military uniform, bomber jacket",4,49,phrase
"adon (street fighter), street fighter, 1boy, orange hair, bandages, muscular, abs, headband, hand wraps",4,71,phrase
"adora (she-ra), she-ra and the princesses of power",4,135,phrase
"adrian andrews, ace attorney",4,31,phrase
"adriana visconti, noble witches, 1girl, cat girl, dark-skinned female, cat ears, cat tail, blue eyes, short hair, red hair, ponytail, large breasts, navel, sweat, collarbone",4,35,phrase
"adrien agreste, miraculous ladybug, 1boy, cat boy, cat ears, cat tail, green eyes, blonde hair, short hair, domino mask, black bodysuit, black gloves, green sclera, superhero costume, superhero costume",4,307,phrase
"adult neptune, neptune (series), 1girl, purple eyes, hair between eyes, purple hair, long hair, very long hair, d-pad hair ornament, medium breasts, large breasts, cleavage",4,685,phrase
"adult neptune (gen unit), choujigen_game_neptune, navel, 1girl, purple_hair, solo, purple_eyes, long_hair, breasts, thigh_strap, hair_between_eyes, see-through_clothes, large_breasts, cleavage, bare_shoulders, hair_ornament, gloves, fingerless_gloves",4,11,phrase
"adventure (azur lane), azur_lane, 1girl, tentacles, solo, colored_tongue, breasts, multicolored_hair, purple_hair, blue_tongue, streaked_hair, long_hair, large_breasts, purple_streaks, two_side_up, purple_eyes, pirate_hat, dress, navel",4,19,phrase
"adventurer (ff11), final fantasy, 1girl, cat girl, cat ears, cat tail, blue eyes, short hair, blonde hair, medium breasts",4,2195,phrase
"adventurer (ff14), final fantasy, 1boy, mature male, beard stubble, mustache stubble, blue eyes, thick eyebrows, scar across eye, short hair, brown hair, black hair, medium hair, hair slicked back, hyur, stubble, bara, muscular male, pectoral cleavage, large pectorals",4,866,phrase
"ae-3803, hataraku saibou, 1girl, yellow eyes, hair between eyes, red hair, short hair, ahoge, medium breasts, cabbie hat, red jacket, white gloves, black shirt, red headwear",4,371,phrase
"aechmea (houseki no kuni), houseki no kuni",4,32,phrase
"aedus (purpleninfy), original, white_fur, purple_fur, bow, pokemon_(creature), alternate_color",4,18,phrase
"aegaeon (xenoblade), xenoblade chronicles (series)",4,41,phrase
"aegir (azur lane), azur lane, 1girl, demon horns, hair on horn, yellow eyes, hair between eyes, white hair, streaked hair, red hair, very long hair, two-tone hair, long hair, large breasts, cleavage, thighs, ass, black gloves, bare shoulders",4,1035,phrase
"aegir (golden dragon among auspicious clouds) (azur lane), azur lane, 1girl, demon horns, horn ornament, hair on horn, black horns, dragon horns, yellow eyes, hair between eyes, streaked hair, red hair, white hair, very long hair, large breasts, huge breasts, cleavage, thighs, legs, feet, sideless outfit, china dress, black thighhighs, black gloves, sideless outfit, skindentation, bare shoulders, pelvic curtain, earrings, criss-cross halter",4,149,phrase
"aegir (housamo), tokyo afterschool summoners, 1boy, mature male, dark-skinned male, fish boy, beard, blue eyes, short hair, white hair, streaked hair, aqua hair, thick thighs, navel, sunglasses, sharp fingernails, anchor earrings, bara, muscular male, large pectorals, abs, fins, single earring, stomach",4,502,phrase
"aegir (iron blood's dragon maid) (azur lane), azur lane, 1girl, maid, demon horns, maid headdress, maid, yellow eyes, hair between eyes, streaked hair, white hair, red hair, very long hair, two-tone hair, frilled hairband, large breasts, cleavage, ass, feet, thighs, legs, white thighhighs, no shoes, bare shoulders, garter straps, arm garter, soles",4,133,phrase
"aegir (swimsuit) (housamo), tokyo afterschool summoners, 1boy, dark-skinned male, mature male, fish boy, beard, blue eyes, eyewear on head, white hair, short hair, aqua hair, streaked hair, chest harness, thick thighs, navel, sunglasses, sharp fingernails, anchor earrings, muscular male, large pectorals, bara, abs, fins, stomach, swim briefs, single earring, white male swimwear, bare pectorals",4,87,phrase
"aegis (persona), persona, 1girl, blue eyes, blonde hair, short hair, android, robot joints",4,2246,phrase
"aegis (takunomi), enjo kouhai, 1girl, green eyes, blonde hair, long hair, short hair, folded ponytail, sidelocks, large breasts, cleavage, thighs, navel, collarbone, bare shoulders, elf, stomach",4,131,phrase
